Filnavn,Dato,Verdi_1,Verdi_2,Verdi_3,Verdi_4,Verdi_5,Verdi_6,Verdi_7,Verdi_8
Dagsalgsrapportfebruar24.pdf,22,153,"34,03",5666,450,16648,2995,19643,37
Dagsalgsrapportfebruar24.pdf,21,71,"23,42",2640,305,11274,501,11774,37
Dagsalgsrapportfebruar24.pdf,23,118,"28,46",2821,413,9911,2892,12803,24
Dagsalgsrapportfebruar24.pdf,22,79,"23,36",3926,336,16803,1202,18005,50
Dagsalgsrapportfebruar24.pdf,24,138,"33,84",3721,407,10997,1386,12383,27
Dagsalgsrapportfebruar24.pdf,23,71,"20,45",3847,348,18814,823,19637,54
Dagsalgsrapportfebruar24.pdf,25,103,"24,83",4929,414,19852,3213,23065,48
Dagsalgsrapportfebruar24.pdf,24,26,25,32,"11,04",1045,287,9467,706
Dagsalgsrapportfebruar24.pdf,27,126,"31,41",2644,401,8418,1557,9974,21
Dagsalgsrapportfebruar24.pdf,26,43,"12,76",2295,333,17981,626,18607,54
Dagsalgsrapportfebruar24.pdf,28,48,"14,74",1671,324,11334,766,12100,35
Dagsalgsrapportfebruar24.pdf,27,39,"10,44",943,376,9031,777,9808,24
Dagsalgsrapportfebruar24.pdf,28,154,"35,89",6631,430,18475,1847,20322,43
Dagsalgsrapportfebruar24.pdf,29,-----------------------------------------------------------------,-----------------------------------------------------------------,97,"25,95",99388,375,382959,16229
Dagsalgsrapportfebruar24.pdf,17,"-0,46",-1687,8,Rek,"-0,32",-1256,-2,"-0,56"
Dagsalgsrapportfebruar25.pdf,1,Side,10:24,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportfebruar25.pdf,25,1,63,"17,60",1753,356,9962,1779,11742
Dagsalgsrapportfebruar25.pdf,28,2,197,"39,19",6103,502,15574,2818,18391
Dagsalgsrapportfebruar25.pdf,31,3,254,"42,80",6354,594,14846,3281,18126
Dagsalgsrapportfebruar25.pdf,25,1,4,2,94,"24,67",4251,383,17230
Dagsalgsrapportfebruar25.pdf,5,372,"49,02",3719,759,7587,815,8402,10
Dagsalgsrapportfebruar25.pdf,3,110,"24,71",2860,445,11574,2818,14391,26
Dagsalgsrapportfebruar25.pdf,6,280,"41,61",5043,673,12118,1974,14092,18
Dagsalgsrapportfebruar25.pdf,4,126,"30,32",6045,415,19934,1805,21739,48
Dagsalgsrapportfebruar25.pdf,7,161,"29,82",3536,539,11858,2912,14770,22
Dagsalgsrapportfebruar25.pdf,5,74,"18,77",2291,394,12206,2496,14702,31
Dagsalgsrapportfebruar25.pdf,8,50,"14,86",454,339,3055,2134,5189,9
Dagsalgsrapportfebruar25.pdf,6,118,"31,41",5064,375,16121,3949,20070,43
Dagsalgsrapportfebruar25.pdf,9,174,"36,65",5380,474,14679,2484,17163,31
Dagsalgsrapportfebruar25.pdf,7,63,"19,34",3255,324,16826,1410,18236,52
Dagsalgsrapportfebruar25.pdf,10,118,"31,79",1888,371,5939,3167,9106,16
Dagsalgsrapportfebruar25.pdf,8,11,9,135,"30,96",3926,437,12681,1532
Dagsalgsrapportfebruar25.pdf,29,12,156,"33,28",3441,470,10341,628,10969
Dagsalgsrapportfebruar25.pdf,22,10,111,"26,81",3230,415,12048,1667,13715
Dagsalgsrapportfebruar25.pdf,29,13,154,"31,66",4774,486,15081,4511,19592
Dagsalgsrapportfebruar25.pdf,31,11,111,"31,04",3775,358,12162,3322,15484
Dagsalgsrapportfebruar25.pdf,14,184,"33,85",4415,543,13042,2527,15569,24
Dagsalgsrapportfebruar25.pdf,12,120,"29,35",4940,411,16833,4357,21190,41
Dagsalgsrapportfebruar25.pdf,15,55,"15,35",1091,355,7109,3350,10458,20
Dagsalgsrapportfebruar25.pdf,13,119,"28,21",3217,422,11405,2325,13730,27
Dagsalgsrapportfebruar25.pdf,16,108,"25,90",3670,417,14170,7479,21649,34
Dagsalgsrapportfebruar25.pdf,14,100,"27,92",7373,357,26409,1551,27960,74
Dagsalgsrapportfebruar25.pdf,17,208,"37,35",4378,558,11722,4107,15829,21
Dagsalgsrapportfebruar25.pdf,15,18,16,141,"29,82",5633,472,18889,2164
Dagsalgsrapportfebruar25.pdf,19,164,"35,32",3613,465,10230,1377,11607,22
Dagsalgsrapportfebruar25.pdf,17,103,"24,64",3506,418,14229,1819,16048,34
Dagsalgsrapportfebruar25.pdf,20,204,"34,47",5702,591,16543,1616,18159,28
Dagsalgsrapportfebruar25.pdf,18,153,"34,03",5666,450,16648,2995,19643,37
Dagsalgsrapportfebruar25.pdf,21,155,"29,17",3403,530,11667,2690,14357,22
Dagsalgsrapportfebruar25.pdf,19,118,"28,46",2821,413,9911,2892,12803,24
Dagsalgsrapportfebruar25.pdf,22,226,"37,88",2935,596,7747,1393,9140,13
Dagsalgsrapportfebruar25.pdf,20,138,"33,84",3721,407,10997,1386,12383,27
Dagsalgsrapportfebruar25.pdf,23,87,"23,01",2185,380,9498,3429,12926,25
Dagsalgsrapportfebruar25.pdf,21,103,"24,83",4929,414,19852,3213,23065,48
Dagsalgsrapportfebruar25.pdf,24,133,"31,09",3463,428,11138,2534,13673,26
Dagsalgsrapportfebruar25.pdf,22,25,23,126,"31,41",2644,401,8418,1557
Dagsalgsrapportfebruar25.pdf,21,26,207,"37,82",3107,548,8216,2102,10318
Dagsalgsrapportfebruar25.pdf,15,24,48,"14,74",1671,324,11334,766,12100
Dagsalgsrapportfebruar25.pdf,27,174,"38,76",4342,448,11202,2677,13879,25
Dagsalgsrapportfebruar25.pdf,25,39,"10,44",943,376,9031,777,9808,24
Dagsalgsrapportfebruar25.pdf,28,158,"30,42",5529,519,18173,1864,20037,35
Dagsalgsrapportfebruar25.pdf,26,154,"35,89",6631,430,18475,1847,20322,43
Dagsalgsrapportfebruar25.pdf,29,241,"39,11",3610,615,9231,3167,12398,15
Dagsalgsrapportfebruar25.pdf,27,238,"45,79",8080,519,17646,2152,19798,34
Dagsalgsrapportfebruar25.pdf,8,"-1,20",-3275,11,Rek,"-0,59",-2019,-4,"-1,34"
Dagsalgsrapportfebruar26.pdf,1,Side,10:36,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportfebruar26.pdf,25,2 1,1,372,"49,02",3719,759,7587,815
Dagsalgsrapportfebruar26.pdf,10,3,226,"39,26",2256,575,5746,3208,8954
Dagsalgsrapportfebruar26.pdf,10,2,280,"41,61",5043,673,12118,1974,14092
Dagsalgsrapportfebruar26.pdf,18,4,228,"39,36",4106,580,10433,2667,13100
Dagsalgsrapportfebruar26.pdf,18,3,161,"29,82",3536,539,11858,2912,14770
Dagsalgsrapportfebruar26.pdf,22,5,257,"44,95",4887,572,10872,1209,12081
Dagsalgsrapportfebruar26.pdf,19,4,50,"14,86",454,339,3055,2134,5189
Dagsalgsrapportfebruar26.pdf,9,6,227,"42,63",3628,532,8511,1216,9727
Dagsalgsrapportfebruar26.pdf,16,5,174,"36,65",5380,474,14679,2484,17163
Dagsalgsrapportfebruar26.pdf,31,7,281,"47,98",3651,585,7609,1511,9120
Dagsalgsrapportfebruar26.pdf,13,6,118,"31,79",1888,371,5939,3167,9106
Dagsalgsrapportfebruar26.pdf,16,8,178,"34,51",4803,515,13918,3981,17898
Dagsalgsrapportfebruar26.pdf,27,7,9,8,156,"33,28",3441,470,10341
Dagsalgsrapportfebruar26.pdf,22,10,271,"41,79",5429,649,12990,344,13334
Dagsalgsrapportfebruar26.pdf,20,9,154,"31,66",4774,486,15081,4511,19592
Dagsalgsrapportfebruar26.pdf,31,11,240,"44,52",4808,540,10800,2383,13183
Dagsalgsrapportfebruar26.pdf,20,10,184,"33,85",4415,543,13042,2527,15569
Dagsalgsrapportfebruar26.pdf,24,12,283,"45,23",4530,626,10016,1876,11892
Dagsalgsrapportfebruar26.pdf,16,11,55,"15,35",1091,355,7109,3350,10458
Dagsalgsrapportfebruar26.pdf,20,13,148,"31,93",3563,465,11159,1586,12745
Dagsalgsrapportfebruar26.pdf,24,12,108,"25,90",3670,417,14170,7479,21649
Dagsalgsrapportfebruar26.pdf,14,53,"11,43",3319,461,29049,3379,32428,63
Dagsalgsrapportfebruar26.pdf,13,208,"37,35",4378,558,11722,4107,15829,21
Dagsalgsrapportfebruar26.pdf,15,34,"8,97",1834,379,20454,1585,22038,54
Dagsalgsrapportfebruar26.pdf,14,16,15,164,"35,32",3613,465,10230,1377
Dagsalgsrapportfebruar26.pdf,22,17,67,"15,34",2795,434,18219,2683,20902
Dagsalgsrapportfebruar26.pdf,16,204,"34,47",5702,591,16543,1616,18159,28
Dagsalgsrapportfebruar26.pdf,18,88,"21,48",2387,412,11115,686,11801,27
Dagsalgsrapportfebruar26.pdf,17,155,"29,17",3403,530,11667,2690,14357,22
Dagsalgsrapportfebruar26.pdf,19,42,"9,15",500,455,5464,1433,6897,12
Dagsalgsrapportfebruar26.pdf,18,226,"37,88",2935,596,7747,1393,9140,13
Dagsalgsrapportfebruar26.pdf,20,56,"14,68",2728,379,18587,1550,20137,49
Dagsalgsrapportfebruar26.pdf,19,87,"23,01",2185,380,9498,3429,12926,25
Dagsalgsrapportfebruar26.pdf,21,39,"9,30",1818,416,19555,2308,21863,47
Dagsalgsrapportfebruar26.pdf,20,133,"31,09",3463,428,11138,2534,13673,26
Dagsalgsrapportfebruar26.pdf,22,130,"24,31",4412,534,18147,731,18878,34
Dagsalgsrapportfebruar26.pdf,21,23,22,207,"37,82",3107,548,8216,2102
Dagsalgsrapportfebruar26.pdf,15,24,90,"21,34",4795,424,22472,1780,24252
Dagsalgsrapportfebruar26.pdf,23,174,"38,76",4342,448,11202,2677,13879,25
Dagsalgsrapportfebruar26.pdf,25,93,"22,98",4166,403,18129,2708,20837,45
Dagsalgsrapportfebruar26.pdf,24,158,"30,42",5529,519,18173,1864,20037,35
Dagsalgsrapportfebruar26.pdf,26,78,"18,44",2898,425,15718,2059,17777,37
Dagsalgsrapportfebruar26.pdf,25,241,"39,11",3610,615,9231,3167,12398,15
Dagsalgsrapportfebruar26.pdf,27,24,"5,69",801,414,14081,1584,15665,34
Dagsalgsrapportfebruar26.pdf,26,238,"45,79",8080,519,17646,2152,19798,34
Dagsalgsrapportfebruar26.pdf,28,129,"29,31",4526,441,15441,2328,17769,35
Dagsalgsrapportfebruar26.pdf,27,150,"29,41",7625,508,25925,2944,28869,51
Dagsalgsrapportfebruar26.pdf,28,-----------------------------------------------------------------,-----------------------------------------------------------------,173,"34,49",94111,502,272838,64368
Dagsalgsrapportfebruar26.pdf,11,"-0,73",-2598,9,Rek,"-2,01",-5490,-14,"-0,25"
Dagsalgsrapportjanuar24.pdf,1,Side,10:15,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjanuar24.pdf,1,523,"55,55",3659,941,6586,1295,7882,7
Dagsalgsrapportjanuar24.pdf,2,1,372,"49,41",7811,753,15810,900,16710
Dagsalgsrapportjanuar24.pdf,21,3,309,"52,28",6787,590,12983,1894,14877
Dagsalgsrapportjanuar24.pdf,22,2,406,"54,24",5279,749,9732,736,10468
Dagsalgsrapportjanuar24.pdf,13,4,347,"53,40",6602,651,12363,2104,14467
Dagsalgsrapportjanuar24.pdf,19,3,306,"47,08",3982,651,8458,692,9150
Dagsalgsrapportjanuar24.pdf,13,5,322,"49,58",5792,649,11683,2541,14224
Dagsalgsrapportjanuar24.pdf,18,4,294,"51,37",7348,572,14305,757,15062
Dagsalgsrapportjanuar24.pdf,25,6,366,"54,38",8410,672,15465,1146,16610
Dagsalgsrapportjanuar24.pdf,23,5,336,"47,15",5708,712,12106,1356,13462
Dagsalgsrapportjanuar24.pdf,17,7,389,"55,47",8547,700,15408,293,15701
Dagsalgsrapportjanuar24.pdf,22,6,8,7,386,"55,61",5787,694,10406
Dagsalgsrapportjanuar24.pdf,15,9,443,"59,29",4876,748,8224,590,8814
Dagsalgsrapportjanuar24.pdf,11,8,368,"51,31",7369,718,14362,818,15180
Dagsalgsrapportjanuar24.pdf,20,10,345,"54,64",6209,631,11364,1042,12406
Dagsalgsrapportjanuar24.pdf,18,9,329,"49,38",6576,666,13316,2094,15410
Dagsalgsrapportjanuar24.pdf,20,11,372,"50,92",8179,730,16063,2162,18226
Dagsalgsrapportjanuar24.pdf,22,10,222,"46,35",2886,479,6227,1380,7607
Dagsalgsrapportjanuar24.pdf,13,12,357,"49,92",6065,715,12149,1281,13430
Dagsalgsrapportjanuar24.pdf,17,11,339,"51,27",4408,661,8597,842,9439
Dagsalgsrapportjanuar24.pdf,13,13,338,"48,04",7430,703,15466,2486,17951
Dagsalgsrapportjanuar24.pdf,22,12,318,"54,35",6673,585,12278,734,13013
Dagsalgsrapportjanuar24.pdf,21,14,335,"48,35",7361,692,15224,1882,17106
Dagsalgsrapportjanuar24.pdf,22,13,15,14,261,"47,77",5472,546,11456
Dagsalgsrapportjanuar24.pdf,21,16,383,"51,61",4980,742,9649,486,10134
Dagsalgsrapportjanuar24.pdf,13,15,384,"55,41",4613,694,8325,604,8929
Dagsalgsrapportjanuar24.pdf,12,17,296,"49,26",6213,601,12612,1212,13824
Dagsalgsrapportjanuar24.pdf,21,16,410,"57,72",4923,711,8529,402,8931
Dagsalgsrapportjanuar24.pdf,12,18,341,"48,86",3406,697,6970,559,7530
Dagsalgsrapportjanuar24.pdf,10,17,297,"46,43",5930,639,12772,370,13142
Dagsalgsrapportjanuar24.pdf,20,19,447,"55,47",4469,806,8057,2970,11027
Dagsalgsrapportjanuar24.pdf,10,18,269,"46,24",3228,582,6982,401,7382
Dagsalgsrapportjanuar24.pdf,12,20,263,"47,89",4997,549,10434,5101,15534
Dagsalgsrapportjanuar24.pdf,19,19,255,"46,19",6376,552,13804,1091,14895
Dagsalgsrapportjanuar24.pdf,25,21,351,"52,35",9464,670,18080,3036,21116
Dagsalgsrapportjanuar24.pdf,27,20,22,21,421,"54,75",5887,768,10752
Dagsalgsrapportjanuar24.pdf,14,23,321,"48,94",7376,655,15072,2928,18000
Dagsalgsrapportjanuar24.pdf,23,22,210,"45,69",1892,460,4141,310,4451
Dagsalgsrapportjanuar24.pdf,9,24,199,"36,58",2593,545,7089,1549,8638
Dagsalgsrapportjanuar24.pdf,13,23,316,"50,31",3160,628,6282,418,6699
Dagsalgsrapportjanuar24.pdf,10,25,324,"46,33",6150,699,13275,1355,14630
Dagsalgsrapportjanuar24.pdf,19,24,211,"42,66",2749,496,6444,242,6686
Dagsalgsrapportjanuar24.pdf,13,26,214,"45,37",3643,472,8030,709,8738
Dagsalgsrapportjanuar24.pdf,17,25,377,"49,71",4900,758,9857,416,10273
Dagsalgsrapportjanuar24.pdf,13,27,253,"44,82",3292,565,7346,1443,8789
Dagsalgsrapportjanuar24.pdf,13,26,266,"49,00",5324,543,10866,523,11389
Dagsalgsrapportjanuar24.pdf,20,28,376,"48,41",7526,777,15546,1286,16831
Dagsalgsrapportjanuar24.pdf,20,27,29,28,259,"49,05",3631,529,7403
Dagsalgsrapportjanuar24.pdf,14,30,321,"47,63",4491,673,9429,4025,13454
Dagsalgsrapportjanuar24.pdf,14,29,320,"51,59",6713,620,13011,433,13444
Dagsalgsrapportjanuar24.pdf,21,31,143,"33,49",5701,426,17024,8402,25426
Dagsalgsrapportjanuar24.pdf,30,51,"15,25",2104,336,13795,4176,17971,41
Dagsalgsrapportjanuar24.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,320,"50,34",132286,635,262804,20948
Dagsalgsrapportjanuar24.pdf,6,"-0,61",-1961,8,Rek,"-0,58",-1543,-6,"-0,75"
Dagsalgsrapportjanuar25.pdf,1,Side,10:23,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjanuar25.pdf,1,309,"52,28",6787,590,12983,1894,14877,22
Dagsalgsrapportjanuar25.pdf,2,347,"53,40",6602,651,12363,2104,14467,19
Dagsalgsrapportjanuar25.pdf,3,1,322,"49,58",5792,649,11683,2541,14224
Dagsalgsrapportjanuar25.pdf,18,4,380,"49,10",11391,773,23198,3148,26346
Dagsalgsrapportjanuar25.pdf,30,2,366,"54,38",8410,672,15465,1146,16610
Dagsalgsrapportjanuar25.pdf,23,5,281,"45,78",7015,613,15322,3423,18746
Dagsalgsrapportjanuar25.pdf,25,3,389,"55,47",8547,700,15408,293,15701
Dagsalgsrapportjanuar25.pdf,22,6,321,"46,97",13789,683,29354,3116,32470
Dagsalgsrapportjanuar25.pdf,4,7,5,443,"59,29",4876,748,8224,590
Dagsalgsrapportjanuar25.pdf,11,8,362,"49,03",6874,738,14021,1166,15187
Dagsalgsrapportjanuar25.pdf,19,6,345,"54,64",6209,631,11364,1042,12406
Dagsalgsrapportjanuar25.pdf,18,9,392,"51,10",4309,767,8433,1830,10263
Dagsalgsrapportjanuar25.pdf,11,7,372,"50,92",8179,730,16063,2162,18226
Dagsalgsrapportjanuar25.pdf,22,10,425,"55,53",5953,766,10721,1066,11786
Dagsalgsrapportjanuar25.pdf,14,8,357,"49,92",6065,715,12149,1281,13430
Dagsalgsrapportjanuar25.pdf,17,11,350,"46,76",7360,750,15740,4654,20394
Dagsalgsrapportjanuar25.pdf,21,9,338,"48,04",7430,703,15466,2486,17951
Dagsalgsrapportjanuar25.pdf,22,12,308,"49,16",11073,626,22522,3526,26048
Dagsalgsrapportjanuar25.pdf,10,335,"48,35",7361,692,15224,1882,17106,22
Dagsalgsrapportjanuar25.pdf,13,362,"51,27",15919,706,31046,3654,34701,44
Dagsalgsrapportjanuar25.pdf,11,14,12,383,"51,61",4980,742,9649,486
Dagsalgsrapportjanuar25.pdf,13,15,345,"51,83",6562,666,12660,3026,15686
Dagsalgsrapportjanuar25.pdf,19,13,296,"49,26",6213,601,12612,1212,13824
Dagsalgsrapportjanuar25.pdf,21,16,232,"45,45",3948,511,8686,1870,10556
Dagsalgsrapportjanuar25.pdf,17,14,341,"48,86",3406,697,6970,559,7530
Dagsalgsrapportjanuar25.pdf,10,17,210,"49,40",2096,424,4243,646,4890
Dagsalgsrapportjanuar25.pdf,10,15,447,"55,47",4469,806,8057,2970,11027
Dagsalgsrapportjanuar25.pdf,10,18,381,"50,94",3050,749,5988,4154,10142
Dagsalgsrapportjanuar25.pdf,8,16,263,"47,89",4997,549,10434,5101,15534
Dagsalgsrapportjanuar25.pdf,19,19,263,"49,06",5796,537,11814,2428,14242
Dagsalgsrapportjanuar25.pdf,22,17,351,"52,35",9464,670,18080,3036,21116
Dagsalgsrapportjanuar25.pdf,27,20,208,"40,83",3741,509,9162,1559,10721
Dagsalgsrapportjanuar25.pdf,18,18,21,19,321,"48,94",7376,655,15072
Dagsalgsrapportjanuar25.pdf,23,22,301,"47,06",6624,640,14076,800,14876
Dagsalgsrapportjanuar25.pdf,22,20,199,"36,58",2593,545,7089,1549,8638
Dagsalgsrapportjanuar25.pdf,13,23,240,"40,90",4319,587,10559,3156,13715
Dagsalgsrapportjanuar25.pdf,18,21,324,"46,33",6150,699,13275,1355,14630
Dagsalgsrapportjanuar25.pdf,19,24,285,"44,02",5419,648,12310,2256,14566
Dagsalgsrapportjanuar25.pdf,19,22,214,"45,37",3643,472,8030,709,8738
Dagsalgsrapportjanuar25.pdf,17,25,171,"41,84",3591,409,8583,1157,9740
Dagsalgsrapportjanuar25.pdf,21,23,253,"44,82",3292,565,7346,1443,8789
Dagsalgsrapportjanuar25.pdf,13,26,167,"35,46",4350,472,12269,2758,15027
Dagsalgsrapportjanuar25.pdf,26,24,376,"48,41",7526,777,15546,1286,16831
Dagsalgsrapportjanuar25.pdf,20,27,175,"38,67",5608,453,14502,2226,16728
Dagsalgsrapportjanuar25.pdf,25,28,26,321,"47,63",4491,673,9429,4025
Dagsalgsrapportjanuar25.pdf,14,29,250,"46,82",6243,533,13333,1255,14588
Dagsalgsrapportjanuar25.pdf,25,27,143,"33,49",5701,426,17024,8402,25426
Dagsalgsrapportjanuar25.pdf,30,225,"43,31",4498,519,10385,1210,11594,20
Dagsalgsrapportjanuar25.pdf,28,51,"15,25",2104,336,13795,4176,17971,41
Dagsalgsrapportjanuar25.pdf,31,165,"37,54",5438,439,14484,2162,16646,33
Dagsalgsrapportjanuar25.pdf,29,219,"41,10",4602,533,11198,3554,14752,21
Dagsalgsrapportjanuar25.pdf,30,230,"44,06",5985,522,13582,790,14372,26
Dagsalgsrapportjanuar25.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,296,"47,89",152661,618,318798,56656
Dagsalgsrapportjanuar25.pdf,8,"-0,29",-1058,12,Rek,"-0,75",-2413,-7,"-0,98"
Dagsalgsrapportjanuar26.pdf,1,Side,10:35,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjanuar26.pdf,1,380,"49,10",11391,773,23198,3148,26346,30
Dagsalgsrapportjanuar26.pdf,2,1,281,"45,78",7015,613,15322,3423,18746
Dagsalgsrapportjanuar26.pdf,25,3,413,"51,73",5777,798,11168,1977,13145
Dagsalgsrapportjanuar26.pdf,14,2,321,"46,97",13789,683,29354,3116,32470
Dagsalgsrapportjanuar26.pdf,4,428,"54,58",15826,784,28998,1830,30828,37
Dagsalgsrapportjanuar26.pdf,3,5,4,362,"49,03",6874,738,14021,1166
Dagsalgsrapportjanuar26.pdf,19,6,308,"46,98",11404,656,24272,995,25267
Dagsalgsrapportjanuar26.pdf,5,392,"51,10",4309,767,8433,1830,10263,11
Dagsalgsrapportjanuar26.pdf,7,395,"51,33",10274,770,20016,1402,21418,26
Dagsalgsrapportjanuar26.pdf,6,425,"55,53",5953,766,10721,1066,11786,14
Dagsalgsrapportjanuar26.pdf,8,353,"51,46",8461,685,16441,2378,18818,24
Dagsalgsrapportjanuar26.pdf,7,350,"46,76",7360,750,15740,4654,20394,21
Dagsalgsrapportjanuar26.pdf,9,312,"51,03",3434,612,6730,1251,7981,11
Dagsalgsrapportjanuar26.pdf,8,308,"49,16",11073,626,22522,3526,26048,36
Dagsalgsrapportjanuar26.pdf,10,350,"47,77",12605,733,26386,824,27210,36
Dagsalgsrapportjanuar26.pdf,9,362,"51,27",15919,706,31046,3654,34701,44
Dagsalgsrapportjanuar26.pdf,11,346,"53,14",13161,652,24768,3436,28204,38
Dagsalgsrapportjanuar26.pdf,10,12,11,345,"51,83",6562,666,12660,3026
Dagsalgsrapportjanuar26.pdf,19,13,410,"51,56",13134,796,25473,2920,28393
Dagsalgsrapportjanuar26.pdf,12,232,"45,45",3948,511,8686,1870,10556,17
Dagsalgsrapportjanuar26.pdf,14,304,"47,47",7902,640,16647,949,17596,26
Dagsalgsrapportjanuar26.pdf,13,210,"49,40",2096,424,4243,646,4890,10
Dagsalgsrapportjanuar26.pdf,15,457,"56,06",10964,815,19558,1834,21391,24
Dagsalgsrapportjanuar26.pdf,14,381,"50,94",3050,749,5988,4154,10142,8
Dagsalgsrapportjanuar26.pdf,16,430,"57,23",6880,751,12022,1877,13898,16
Dagsalgsrapportjanuar26.pdf,15,263,"49,06",5796,537,11814,2428,14242,22
Dagsalgsrapportjanuar26.pdf,17,386,"49,85",3088,774,6195,527,6722,8
Dagsalgsrapportjanuar26.pdf,16,208,"40,83",3741,509,9162,1559,10721,18
Dagsalgsrapportjanuar26.pdf,18,322,"49,32",10622,653,21538,2981,24518,33
Dagsalgsrapportjanuar26.pdf,17,19,18,301,"47,06",6624,640,14076,800
Dagsalgsrapportjanuar26.pdf,22,20,410,"54,49",11473,752,21057,1922,22979
Dagsalgsrapportjanuar26.pdf,28,19,240,"40,90",4319,587,10559,3156,13715
Dagsalgsrapportjanuar26.pdf,18,21,334,"56,24",7687,594,13668,1099,14767
Dagsalgsrapportjanuar26.pdf,23,20,285,"44,02",5419,648,12310,2256,14566
Dagsalgsrapportjanuar26.pdf,19,22,359,"51,33",6457,699,12579,2358,14938
Dagsalgsrapportjanuar26.pdf,18,21,171,"41,84",3591,409,8583,1157,9740
Dagsalgsrapportjanuar26.pdf,21,23,324,"49,10",4859,660,9895,1053,10948
Dagsalgsrapportjanuar26.pdf,15,22,167,"35,46",4350,472,12269,2758,15027
Dagsalgsrapportjanuar26.pdf,26,24,458,"52,96",7327,865,13836,2370,16206
Dagsalgsrapportjanuar26.pdf,16,23,175,"38,67",5608,453,14502,2226,16728
Dagsalgsrapportjanuar26.pdf,25,355,"53,34",5682,666,10653,2655,13308,16
Dagsalgsrapportjanuar26.pdf,24,26,25,250,"46,82",6243,533,13333,1255
Dagsalgsrapportjanuar26.pdf,25,27,405,"54,57",5670,742,10390,2888,13278
Dagsalgsrapportjanuar26.pdf,14,26,225,"43,31",4498,519,10385,1210,11594
Dagsalgsrapportjanuar26.pdf,20,28,178,"37,90",2309,469,6092,1065,7157
Dagsalgsrapportjanuar26.pdf,13,27,165,"37,54",5438,439,14484,2162,16646
Dagsalgsrapportjanuar26.pdf,29,259,"46,06",5179,562,11245,2102,13347,20
Dagsalgsrapportjanuar26.pdf,28,219,"41,10",4602,533,11198,3554,14752,21
Dagsalgsrapportjanuar26.pdf,30,202,"37,95",4251,533,11201,4534,15735,21
Dagsalgsrapportjanuar26.pdf,29,230,"44,06",5985,522,13582,790,14372,26
Dagsalgsrapportjanuar26.pdf,31,199,"39,56",3190,504,8063,3573,11636,16
Dagsalgsrapportjanuar26.pdf,30,229,"40,54",4126,565,10177,2657,12834,18
Dagsalgsrapportjanuar26.pdf,31,-----------------------------------------------------------------,-----------------------------------------------------------------,276,"46,22",165553,597,358191,60592
Dagsalgsrapportjanuar26.pdf,12,"-0,66",-2668,10,Rek,"-0,98",-3517,-12,"-1,40"
Dagsalgsrapportjuli23.pdf,1,Side,10:10,Kl.,5.03.26,Dato,LIS010,***,DAGSALGSRAPPORT
Dagsalgsrapportjuli23.pdf,26,1,255,"55,83",6117,457,10957,141,11098
Dagsalgsrapportjuli23.pdf,24,2,312,"53,66",7486,581,13951,1172,15123
Dagsalgsrapportjuli23.pdf,24,1,3,2,280,"55,43",3918,505,7069
Dagsalgsrapportjuli23.pdf,14,4,278,"55,57",9466,501,17034,2354,19388
Dagsalgsrapportjuli23.pdf,3,259,"54,63",3373,475,6174,207,6382,13
Dagsalgsrapportjuli23.pdf,5,320,"55,00",4478,582,8142,3454,11595,14
Dagsalgsrapportjuli23.pdf,4,261,"52,39",5223,499,9970,154,10125,20
Dagsalgsrapportjuli23.pdf,6,278,"53,66",8895,518,16575,5145,21720,32
Dagsalgsrapportjuli23.pdf,5,213,"48,17",5755,442,11946,330,12276,27
Dagsalgsrapportjuli23.pdf,7,287,"54,39",6025,528,11078,1930,13008,21
Dagsalgsrapportjuli23.pdf,6,126,"38,72",3646,325,9415,174,9589,29
Dagsalgsrapportjuli23.pdf,8,343,"57,91",7556,593,13048,3475,16523,22
Dagsalgsrapportjuli23.pdf,7,133,"37,18",3736,359,10047,382,10430,28
Dagsalgsrapportjuli23.pdf,9,280,"54,48",4755,513,8727,2566,11293,17
Dagsalgsrapportjuli23.pdf,8,10,9,140,"42,24",3926,332,9294,165
Dagsalgsrapportjuli23.pdf,28,11,299,"54,49",11950,548,21931,3534,25466
Dagsalgsrapportjuli23.pdf,10,108,"38,53",3125,280,8110,128,8238,29
Dagsalgsrapportjuli23.pdf,12,286,"58,13",7713,491,13270,2380,15650,27
Dagsalgsrapportjuli23.pdf,11,153,"44,81",3971,341,8862,142,9004,26
Dagsalgsrapportjuli23.pdf,13,310,"53,57",6815,578,12721,3046,15766,22
Dagsalgsrapportjuli23.pdf,12,168,"38,29",4023,438,10506,750,11255,24
Dagsalgsrapportjuli23.pdf,14,276,"51,51",6635,537,12881,1626,14507,24
Dagsalgsrapportjuli23.pdf,13,154,"39,90",4787,387,11996,197,12193,31
Dagsalgsrapportjuli23.pdf,15,354,"54,34",8858,652,16302,-469,15833,25
