År,Måned,Dag,Antall_par,Omsetning_sko,Omsetning_tilbehor,Omsetning_total,Dekningsgrad_prosent,Snittpris_sko,Filnavn
2025,Desember,8,11326.0,56.96,6452.0,809.0,26.0,461.0,Dagsalgsrapportdesember25.pdf
2025,Desember,14,4482.0,5996.0,640.0,11518.0,26.0,52.06,Dagsalgsrapportdesember25.pdf
2025,Desember,18,17685.0,741.0,15570.0,2115.0,432.0,9064.0,Dagsalgsrapportdesember25.pdf
2025,Desember,21,3.0,559.0,1678.0,1678.0,368.0,1104.0,Dagsalgsrapportdesember25.pdf
2025,Desember,29,21626.0,639.0,17888.0,3738.0,358.0,10015.0,Dagsalgsrapportdesember25.pdf
2025,Desember,28,14255.0,789.0,13412.0,843.0,488.0,8288.0,Dagsalgsrapportdesember25.pdf
2025,Desember,17,9793.0,530.0,7953.0,1840.0,288.0,4317.0,Dagsalgsrapportdesember25.pdf
2025,Desember,15,8567.0,658.0,7234.0,1334.0,355.0,3904.0,Dagsalgsrapportdesember25.pdf
2025,Desember,11,9527.0,759.0,9113.0,414.0,425.0,5104.0,Dagsalgsrapportdesember25.pdf
2025,Desember,12,489494.0,59.41,290803.0,766.0,,455.0,Dagsalgsrapportdesember25.pdf
2025,Desember,14,-1.21,-1.48,-7267.0,-33.0,-3443.0,,Dagsalgsrapportdesember25.pdf
2023,Februar,13,8050.0,508.0,7118.0,932.0,182.0,2543.0,Dagsalgsrapportfeb23.pdf
2023,Februar,14,10241.0,379.0,9480.0,761.0,118.0,2945.0,Dagsalgsrapportfeb23.pdf
2023,Februar,25,5566.0,376.0,4894.0,672.0,83.0,1083.0,Dagsalgsrapportfeb23.pdf
2023,Februar,13,6974.0,409.0,6538.0,437.0,171.0,2738.0,Dagsalgsrapportfeb23.pdf
2023,Februar,16,6694.0,356.0,6410.0,285.0,106.0,1916.0,Dagsalgsrapportfeb23.pdf
2023,Februar,18,3541.0,286.0,3429.0,112.0,74.0,889.0,Dagsalgsrapportfeb23.pdf
2023,Februar,12,12454.0,400.0,11590.0,865.0,151.0,4375.0,Dagsalgsrapportfeb23.pdf
2023,Februar,29,8730.0,465.0,7902.0,829.0,228.0,3873.0,Dagsalgsrapportfeb23.pdf
2023,Februar,17,3103.0,11.79,366.0,282.0,6.0,33.0,Dagsalgsrapportfeb23.pdf
2023,Februar,11,5296.0,418.0,5021.0,275.0,81.0,970.0,Dagsalgsrapportfeb23.pdf
2023,Februar,12,5354.0,395.0,4741.0,613.0,142.0,1707.0,Dagsalgsrapportfeb23.pdf
2023,Februar,12,8942.0,395.0,8698.0,244.0,146.0,3203.0,Dagsalgsrapportfeb23.pdf
2023,Februar,22,5932.0,382.0,5725.0,207.0,124.0,1854.0,Dagsalgsrapportfeb23.pdf
2023,Februar,15,12526.0,412.0,11948.0,578.0,169.0,4900.0,Dagsalgsrapportfeb23.pdf
2023,Februar,29,7863.0,619.0,7427.0,436.0,308.0,3691.0,Dagsalgsrapportfeb23.pdf
2023,Februar,12,8763.0,378.0,7947.0,816.0,112.0,2352.0,Dagsalgsrapportfeb23.pdf
2023,Februar,21,8372.0,569.0,7962.0,410.0,206.0,2879.0,Dagsalgsrapportfeb23.pdf
2023,Februar,14,16664.0,421.0,15993.0,671.0,165.0,6280.0,Dagsalgsrapportfeb23.pdf
2023,Februar,10,22.0,8969.0,293.0,9262.0,40.67,408.0,Dagsalgsrapportfeb23.pdf
2023,Februar,12,22.0,10298.0,967.0,11265.0,39.97,468.0,Dagsalgsrapportfeb23.pdf
2023,Februar,11,374.0,4283.0,506.0,10632.0,12.0,40.28,Dagsalgsrapportfeb23.pdf
2023,Februar,21,14263.0,420.0,13858.0,406.0,165.0,5454.0,Dagsalgsrapportfeb23.pdf
2023,Februar,13,17.0,6319.0,375.0,6694.0,33.83,372.0,Dagsalgsrapportfeb23.pdf
2023,Februar,15,18.0,5898.0,226.0,6124.0,32.09,328.0,Dagsalgsrapportfeb23.pdf
2023,Februar,14,14.0,6532.0,308.0,6840.0,44.34,467.0,Dagsalgsrapportfeb23.pdf
2023,Februar,16,19.0,7388.0,518.0,7906.0,34.43,389.0,Dagsalgsrapportfeb23.pdf
2023,Februar,15,11.0,4937.0,322.0,5258.0,52.34,449.0,Dagsalgsrapportfeb23.pdf
2023,Februar,17,65.0,24329.0,770.0,25098.0,24.67,374.0,Dagsalgsrapportfeb23.pdf
2023,Februar,16,19.0,10345.0,423.0,10768.0,40.61,544.0,Dagsalgsrapportfeb23.pdf
2023,Februar,18,127.0,49083.0,664.0,49747.0,23.12,386.0,Dagsalgsrapportfeb23.pdf
2023,Februar,17,15.0,6450.0,475.0,6926.0,43.19,430.0,Dagsalgsrapportfeb23.pdf
2023,Februar,19,109.0,47017.0,1613.0,48630.0,28.02,431.0,Dagsalgsrapportfeb23.pdf
2023,Februar,18,381.0,1399.0,458.0,5501.0,19.0,25.43,Dagsalgsrapportfeb23.pdf
2023,Februar,12,22523.0,390.0,21471.0,1052.0,72.0,3966.0,Dagsalgsrapportfeb23.pdf
2023,Februar,20,15.0,6467.0,485.0,6952.0,32.56,431.0,Dagsalgsrapportfeb23.pdf
2023,Februar,22,85.0,29347.0,787.0,30134.0,17.39,345.0,Dagsalgsrapportfeb23.pdf
2023,Februar,21,14.0,4786.0,406.0,5192.0,30.32,342.0,Dagsalgsrapportfeb23.pdf
2023,Februar,23,69.0,22977.0,645.0,23622.0,16.9,333.0,Dagsalgsrapportfeb23.pdf
2023,Februar,22,6.0,3317.0,443.0,3760.0,55.29,553.0,Dagsalgsrapportfeb23.pdf
2023,Februar,24,37.0,11274.0,501.0,11774.0,23.42,305.0,Dagsalgsrapportfeb23.pdf
2023,Februar,23,18.0,7198.0,455.0,7653.0,25.65,400.0,Dagsalgsrapportfeb23.pdf
2023,Februar,25,50.0,16803.0,1202.0,18005.0,23.36,336.0,Dagsalgsrapportfeb23.pdf
2023,Februar,24,9.0,4756.0,173.0,4929.0,39.42,528.0,Dagsalgsrapportfeb23.pdf
2023,Februar,26,54.0,18814.0,823.0,19637.0,20.45,348.0,Dagsalgsrapportfeb23.pdf
2023,Februar,25,347.0,2685.0,425.0,6370.0,26.0,42.15,Dagsalgsrapportfeb23.pdf
2023,Februar,15,10174.0,287.0,9467.0,706.0,32.0,1045.0,Dagsalgsrapportfeb23.pdf
2023,Februar,27,54.0,17981.0,626.0,18607.0,12.76,333.0,Dagsalgsrapportfeb23.pdf
2023,Februar,28,10812.0,57362.0,435.0,156171.0,,36.73,Dagsalgsrapportfeb23.pdf
2023,Februar,6,-0.35,-1.01,-1580.0,-7.0,-5730.0,,Dagsalgsrapportfeb23.pdf
2023,Februar,3,,,,,,,Dagsalgsrapportfeb23.pdf
2024,Februar,25,6974.0,409.0,6538.0,437.0,171.0,2738.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,16,13282.0,426.0,10658.0,2623.0,129.0,3219.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,25,3541.0,286.0,3429.0,112.0,74.0,889.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,12,11742.0,356.0,9962.0,1779.0,63.0,1753.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,28,8730.0,465.0,7902.0,829.0,228.0,3873.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,17,18391.0,502.0,15574.0,2818.0,197.0,6103.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,31,5021.0,19.32,970.0,418.0,5.0,81.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,12,18588.0,383.0,17230.0,1358.0,94.0,4251.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,5,22.0,8698.0,244.0,8942.0,36.82,395.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,7,26.0,11574.0,2818.0,14391.0,24.71,445.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,6,29.0,11948.0,578.0,12526.0,41.01,412.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,8,48.0,19934.0,1805.0,21739.0,30.32,415.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,7,21.0,7947.0,816.0,8763.0,29.6,378.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,9,31.0,12206.0,2496.0,14702.0,18.77,394.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,8,38.0,15993.0,671.0,16664.0,39.27,421.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,10,43.0,16121.0,3949.0,20070.0,31.41,375.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,9,22.0,10298.0,967.0,11265.0,39.97,468.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,11,52.0,16826.0,1410.0,18236.0,19.34,324.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,10,406.0,5454.0,420.0,13858.0,11.0,39.36,Dagsalgsrapportfebruar24.pdf
2024,Februar,13,29.0,12681.0,1532.0,14213.0,30.96,437.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,12,18.0,5898.0,226.0,6124.0,32.09,328.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,14,29.0,12048.0,1667.0,13715.0,26.81,415.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,13,19.0,7388.0,518.0,7906.0,34.43,389.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,15,34.0,12162.0,3322.0,15484.0,31.04,358.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,14,65.0,24329.0,770.0,25098.0,24.67,374.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,16,41.0,16833.0,4357.0,21190.0,29.35,411.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,15,127.0,49083.0,664.0,49747.0,23.12,386.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,17,27.0,11405.0,2325.0,13730.0,28.21,422.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,16,109.0,47017.0,1613.0,48630.0,28.02,431.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,18,74.0,26409.0,1551.0,27960.0,27.92,357.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,17,1052.0,3966.0,390.0,21471.0,18.0,18.47,Dagsalgsrapportfebruar24.pdf
2024,Februar,20,40.0,18889.0,2164.0,21053.0,29.82,472.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,19,85.0,29347.0,787.0,30134.0,17.39,345.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,21,34.0,14229.0,1819.0,16048.0,24.64,418.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,20,69.0,22977.0,645.0,23622.0,16.9,333.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,22,37.0,16648.0,2995.0,19643.0,34.03,450.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,21,37.0,11274.0,501.0,11774.0,23.42,305.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,23,24.0,9911.0,2892.0,12803.0,28.46,413.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,22,50.0,16803.0,1202.0,18005.0,23.36,336.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,24,27.0,10997.0,1386.0,12383.0,33.84,407.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,23,54.0,18814.0,823.0,19637.0,20.45,348.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,25,48.0,19852.0,3213.0,23065.0,24.83,414.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,24,706.0,1045.0,287.0,9467.0,25.0,11.04,Dagsalgsrapportfebruar24.pdf
2024,Februar,27,21.0,8418.0,1557.0,9974.0,31.41,401.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,26,54.0,17981.0,626.0,18607.0,12.76,333.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,28,35.0,11334.0,766.0,12100.0,14.74,324.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,27,24.0,9031.0,777.0,9808.0,10.44,376.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,28,43.0,18475.0,1847.0,20322.0,35.89,430.0,Dagsalgsrapportfebruar24.pdf
2024,Februar,29,16229.0,99388.0,375.0,382959.0,,25.95,Dagsalgsrapportfebruar24.pdf
2024,Februar,17,-0.56,-0.32,-1256.0,-2.0,-1687.0,,Dagsalgsrapportfebruar24.pdf
2025,Februar,25,11742.0,356.0,9962.0,1779.0,63.0,1753.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,28,18391.0,502.0,15574.0,2818.0,197.0,6103.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,31,18126.0,594.0,14846.0,3281.0,254.0,6354.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,25,17230.0,24.67,4251.0,383.0,4.0,94.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,5,10.0,7587.0,815.0,8402.0,49.02,759.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,3,26.0,11574.0,2818.0,14391.0,24.71,445.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,6,18.0,12118.0,1974.0,14092.0,41.61,673.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,4,48.0,19934.0,1805.0,21739.0,30.32,415.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,7,22.0,11858.0,2912.0,14770.0,29.82,539.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,5,31.0,12206.0,2496.0,14702.0,18.77,394.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,8,9.0,3055.0,2134.0,5189.0,14.86,339.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,6,43.0,16121.0,3949.0,20070.0,31.41,375.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,9,31.0,14679.0,2484.0,17163.0,36.65,474.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,7,52.0,16826.0,1410.0,18236.0,19.34,324.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,10,16.0,5939.0,3167.0,9106.0,31.79,371.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,8,1532.0,3926.0,437.0,12681.0,9.0,30.96,Dagsalgsrapportfebruar25.pdf
2025,Februar,29,10969.0,470.0,10341.0,628.0,156.0,3441.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,22,13715.0,415.0,12048.0,1667.0,111.0,3230.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,29,19592.0,486.0,15081.0,4511.0,154.0,4774.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,31,15484.0,358.0,12162.0,3322.0,111.0,3775.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,14,24.0,13042.0,2527.0,15569.0,33.85,543.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,12,41.0,16833.0,4357.0,21190.0,29.35,411.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,15,20.0,7109.0,3350.0,10458.0,15.35,355.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,13,27.0,11405.0,2325.0,13730.0,28.21,422.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,16,34.0,14170.0,7479.0,21649.0,25.9,417.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,14,74.0,26409.0,1551.0,27960.0,27.92,357.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,17,21.0,11722.0,4107.0,15829.0,37.35,558.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,15,2164.0,5633.0,472.0,18889.0,16.0,29.82,Dagsalgsrapportfebruar25.pdf
2025,Februar,19,22.0,10230.0,1377.0,11607.0,35.32,465.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,17,34.0,14229.0,1819.0,16048.0,24.64,418.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,20,28.0,16543.0,1616.0,18159.0,34.47,591.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,18,37.0,16648.0,2995.0,19643.0,34.03,450.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,21,22.0,11667.0,2690.0,14357.0,29.17,530.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,19,24.0,9911.0,2892.0,12803.0,28.46,413.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,22,13.0,7747.0,1393.0,9140.0,37.88,596.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,20,27.0,10997.0,1386.0,12383.0,33.84,407.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,23,25.0,9498.0,3429.0,12926.0,23.01,380.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,21,48.0,19852.0,3213.0,23065.0,24.83,414.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,24,26.0,11138.0,2534.0,13673.0,31.09,428.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,22,1557.0,2644.0,401.0,8418.0,23.0,31.41,Dagsalgsrapportfebruar25.pdf
2025,Februar,21,10318.0,548.0,8216.0,2102.0,207.0,3107.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,15,12100.0,324.0,11334.0,766.0,48.0,1671.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,27,25.0,11202.0,2677.0,13879.0,38.76,448.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,25,24.0,9031.0,777.0,9808.0,10.44,376.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,28,35.0,18173.0,1864.0,20037.0,30.42,519.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,26,43.0,18475.0,1847.0,20322.0,35.89,430.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,29,15.0,9231.0,3167.0,12398.0,39.11,615.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,27,34.0,17646.0,2152.0,19798.0,45.79,519.0,Dagsalgsrapportfebruar25.pdf
2025,Februar,8,-1.34,-0.59,-2019.0,-4.0,-3275.0,,Dagsalgsrapportfebruar25.pdf
2026,Februar,25,815.0,3719.0,759.0,7587.0,1.0,49.02,Dagsalgsrapportfebruar26.pdf
2026,Februar,10,8954.0,575.0,5746.0,3208.0,226.0,2256.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,10,14092.0,673.0,12118.0,1974.0,280.0,5043.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,18,13100.0,580.0,10433.0,2667.0,228.0,4106.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,18,14770.0,539.0,11858.0,2912.0,161.0,3536.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,22,12081.0,572.0,10872.0,1209.0,257.0,4887.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,19,5189.0,339.0,3055.0,2134.0,50.0,454.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,9,9727.0,532.0,8511.0,1216.0,227.0,3628.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,16,17163.0,474.0,14679.0,2484.0,174.0,5380.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,31,9120.0,585.0,7609.0,1511.0,281.0,3651.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,13,9106.0,371.0,5939.0,3167.0,118.0,1888.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,16,17898.0,515.0,13918.0,3981.0,178.0,4803.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,27,10341.0,33.28,3441.0,470.0,9.0,156.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,22,13334.0,649.0,12990.0,344.0,271.0,5429.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,20,19592.0,486.0,15081.0,4511.0,154.0,4774.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,31,13183.0,540.0,10800.0,2383.0,240.0,4808.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,20,15569.0,543.0,13042.0,2527.0,184.0,4415.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,24,11892.0,626.0,10016.0,1876.0,283.0,4530.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,16,10458.0,355.0,7109.0,3350.0,55.0,1091.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,20,12745.0,465.0,11159.0,1586.0,148.0,3563.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,24,21649.0,417.0,14170.0,7479.0,108.0,3670.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,14,63.0,29049.0,3379.0,32428.0,11.43,461.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,13,21.0,11722.0,4107.0,15829.0,37.35,558.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,15,54.0,20454.0,1585.0,22038.0,8.97,379.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,14,1377.0,3613.0,465.0,10230.0,15.0,35.32,Dagsalgsrapportfebruar26.pdf
2026,Februar,22,20902.0,434.0,18219.0,2683.0,67.0,2795.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,16,28.0,16543.0,1616.0,18159.0,34.47,591.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,18,27.0,11115.0,686.0,11801.0,21.48,412.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,17,22.0,11667.0,2690.0,14357.0,29.17,530.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,19,12.0,5464.0,1433.0,6897.0,9.15,455.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,18,13.0,7747.0,1393.0,9140.0,37.88,596.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,20,49.0,18587.0,1550.0,20137.0,14.68,379.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,19,25.0,9498.0,3429.0,12926.0,23.01,380.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,21,47.0,19555.0,2308.0,21863.0,9.3,416.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,20,26.0,11138.0,2534.0,13673.0,31.09,428.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,22,34.0,18147.0,731.0,18878.0,24.31,534.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,21,2102.0,3107.0,548.0,8216.0,22.0,37.82,Dagsalgsrapportfebruar26.pdf
2026,Februar,15,24252.0,424.0,22472.0,1780.0,90.0,4795.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,23,25.0,11202.0,2677.0,13879.0,38.76,448.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,25,45.0,18129.0,2708.0,20837.0,22.98,403.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,24,35.0,18173.0,1864.0,20037.0,30.42,519.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,26,37.0,15718.0,2059.0,17777.0,18.44,425.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,25,15.0,9231.0,3167.0,12398.0,39.11,615.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,27,34.0,14081.0,1584.0,15665.0,5.69,414.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,26,34.0,17646.0,2152.0,19798.0,45.79,519.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,28,35.0,15441.0,2328.0,17769.0,29.31,441.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,27,51.0,25925.0,2944.0,28869.0,29.41,508.0,Dagsalgsrapportfebruar26.pdf
2026,Februar,28,64368.0,94111.0,502.0,272838.0,,34.49,Dagsalgsrapportfebruar26.pdf
2026,Februar,11,-0.25,-2.01,-5490.0,-14.0,-2598.0,,Dagsalgsrapportfebruar26.pdf
2024,Januar,1,7.0,6586.0,1295.0,7882.0,55.55,941.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,2,16710.0,753.0,15810.0,900.0,372.0,7811.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,21,14877.0,590.0,12983.0,1894.0,309.0,6787.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,22,10468.0,749.0,9732.0,736.0,406.0,5279.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,13,14467.0,651.0,12363.0,2104.0,347.0,6602.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,19,9150.0,651.0,8458.0,692.0,306.0,3982.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,13,14224.0,649.0,11683.0,2541.0,322.0,5792.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,18,15062.0,572.0,14305.0,757.0,294.0,7348.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,25,16610.0,672.0,15465.0,1146.0,366.0,8410.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,23,13462.0,712.0,12106.0,1356.0,336.0,5708.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,17,15701.0,700.0,15408.0,293.0,389.0,8547.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,22,10406.0,55.61,5787.0,694.0,8.0,386.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,15,8814.0,748.0,8224.0,590.0,443.0,4876.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,11,15180.0,718.0,14362.0,818.0,368.0,7369.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,20,12406.0,631.0,11364.0,1042.0,345.0,6209.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,18,15410.0,666.0,13316.0,2094.0,329.0,6576.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,20,18226.0,730.0,16063.0,2162.0,372.0,8179.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,22,7607.0,479.0,6227.0,1380.0,222.0,2886.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,13,13430.0,715.0,12149.0,1281.0,357.0,6065.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,17,9439.0,661.0,8597.0,842.0,339.0,4408.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,13,17951.0,703.0,15466.0,2486.0,338.0,7430.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,22,13013.0,585.0,12278.0,734.0,318.0,6673.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,21,17106.0,692.0,15224.0,1882.0,335.0,7361.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,22,11456.0,47.77,5472.0,546.0,15.0,261.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,21,10134.0,742.0,9649.0,486.0,383.0,4980.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,13,8929.0,694.0,8325.0,604.0,384.0,4613.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,12,13824.0,601.0,12612.0,1212.0,296.0,6213.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,21,8931.0,711.0,8529.0,402.0,410.0,4923.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,12,7530.0,697.0,6970.0,559.0,341.0,3406.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,10,13142.0,639.0,12772.0,370.0,297.0,5930.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,20,11027.0,806.0,8057.0,2970.0,447.0,4469.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,10,7382.0,582.0,6982.0,401.0,269.0,3228.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,12,15534.0,549.0,10434.0,5101.0,263.0,4997.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,19,14895.0,552.0,13804.0,1091.0,255.0,6376.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,25,21116.0,670.0,18080.0,3036.0,351.0,9464.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,27,10752.0,54.75,5887.0,768.0,22.0,421.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,14,18000.0,655.0,15072.0,2928.0,321.0,7376.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,23,4451.0,460.0,4141.0,310.0,210.0,1892.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,9,8638.0,545.0,7089.0,1549.0,199.0,2593.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,13,6699.0,628.0,6282.0,418.0,316.0,3160.0,Dagsalgsrapportjanuar24.pdf
2024,Januar,10,14630.0,699.0,13275.0,1355.0,324.0,6150.0,Dagsalgsrapportjanuar24.pdf
